ID_Cliente,Evasion,Genero,AdultoMayor,TienePareja,Dependientes,MesesAntiguedad,ServicioTelefonico,LineasMultiples,ServicioInternet,SeguridadEnLinea,RespaldoEnLinea,ProteccionDispositivo,SoporteTecnico,StreamingTV,StreamingPeliculas,TipoContrato,FacturaElectronica,MetodoPago,CuentasDiarias,CargoMensual,CargoTotal
3627-FCRDW,Sí,Femenino,No,No,No,9,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,No,Cheque electrónico,2.37,71.0,672.55
3627-FHKBK,Sí,Femenino,No,No,No,1,Sí,No,Fibra óptica,Sí,No,No,No,No,No,Mensual,No,Cheque por correo,2.51,75.3,75.3
3629-WEAAM,No,Femenino,No,No,No,8,Sí,No,DSL,No,No,Sí,Sí,No,Sí,Mensual,No,Cheque por correo,2.14,64.1,504.05
3629-ZNKXA,No,Masculino,Sí,No,No,17,Sí,No,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.39,101.8,1752.45
3633-CDBUW,No,Masculino,No,No,Sí,17,Sí,No,DSL,No,Sí,Sí,Sí,Sí,Sí,Un año,No,Cheque electrónico,2.7,80.85,1445.95
3635-JBPSG,No,Femenino,No,No,No,15,No,Sin servicio telefónico,DSL,No,Sí,No,No,No,Sí,Dos años,Sí,Cheque por correo,1.29,38.8,603.0
3635-QQRQD,No,Masculino,No,No,No,62,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Tarjeta de crédito (automático),0.67,20.05,1201.65
3638-DIMPH,No,Femenino,No,Sí,No,13,Sí,No,DSL,No,No,No,No,No,No,Un año,No,Cheque electrónico,1.46,43.8,592.65
3638-VBZTA,No,Masculino,No,No,Sí,68,Sí,Sí,DSL,Sí,Sí,No,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria (automática),2.88,86.5,5882.75
3638-WEABW,No,Femenino,No,Sí,No,58,Sí,Sí,DSL,No,Sí,No,Sí,No,No,Dos años,Sí,Tarjeta de crédito (automático),2.0,59.9,3505.1
3639-XJHKQ,No,Femenino,No,No,Sí,19,Sí,No,DSL,Sí,Sí,Sí,No,No,No,Mensual,Sí,Cheque electrónico,2.02,60.6,1297.8
3640-JQGJG,No,Masculino,No,Sí,Sí,13,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Transferencia bancaria (automática),1.49,44.8,559.2
3640-PHQXK,Sí,Femenino,No,No,No,31,Sí,Sí,Fibra óptica,No,No,Sí,No,No,Sí,Mensual,Sí,Cheque electrónico,3.0,89.9,2806.9
3642-BYHDO,No,Femenino,No,Sí,Sí,71,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automática),0.66,19.9,1389.35
3642-GKTCT,No,Femenino,No,No,No,61,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Un año,Sí,Cheque por correo,3.84,115.1,6993.65
3643-AHCFP,Sí,Masculino,Sí,Sí,No,7,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Transferencia bancaria (automática),3.19,95.6,644.35
3644-QXEHN,No,Masculino,No,Sí,Sí,13,Sí,No,Fibra óptica,No,No,Sí,No,Sí,Sí,Mensual,No,Cheque electrónico,3.23,97.0,1334.45
3645-DEYGF,No,Masculino,No,No,Sí,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,0.69,20.75,20.75
3646-ITDGM,No,Femenino,No,No,No,56,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automática),0.66,19.7,1051.9
3647-GMGDH,Sí,Masculino,No,Sí,No,22,Sí,No,Fibra óptica,No,No,Sí,No,Sí,Sí,Mensual,Sí,Tarjeta de crédito (automático),3.16,94.7,1914.9
3648-GZPHF,No,Masculino,No,Sí,Sí,32,No,Sin servicio telefónico,DSL,No,No,Sí,Sí,No,No,Un año,Sí,Cheque por correo,1.21,36.25,1151.05
3649-JPUGY,No,Masculino,No,No,No,72,Sí,Sí,DSL,No,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria (automática),2.95,88.6,6201.95
3653-NCRDJ,No,Masculino,No,Sí,Sí,43,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Sí,Cheque por correo,0.64,19.2,776.25
3654-ARMGP,No,Femenino,No,No,No,61,Sí,Sí,DSL,No,Sí,Sí,Sí,Sí,Sí,Dos años,No,Tarjeta de crédito (automático),2.96,88.65,5321.25
3655-SNQYZ,No,Femenino,No,Sí,Sí,69,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Tarjeta de crédito (automático),3.78,113.25,7895.15
3656-TKRVZ,Sí,Femenino,No,No,No,3,Sí,No,DSL,Sí,Sí,No,No,No,No,Mensual,No,Cheque electrónico,1.84,55.35,165.2
3657-COGMW,No,Femenino,Sí,No,No,52,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,Sí,Mensual,No,Tarjeta de crédito (automático),3.6,108.1,5839.3
3658-KIBGF,Sí,Femenino,No,No,No,1,Sí,No,DSL,Sí,Sí,No,No,No,No,Mensual,Sí,Cheque electrónico,1.83,54.9,54.9
3658-QQJYD,No,Masculino,No,No,No,62,Sí,No,DSL,Sí,Sí,No,No,Sí,Sí,Un año,Sí,Tarjeta de crédito (automático),2.48,74.3,4698.05
3662-FXJFO,No,Femenino,No,No,No,54,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Cheque por correo,0.68,20.5,1035.7
3663-MITLP,Sí,Femenino,No,No,No,15,Sí,No,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.38,101.25,1457.25
3665-JATSN,No,Femenino,No,No,No,19,No,Sin servicio telefónico,DSL,No,Sí,No,No,No,Sí,Mensual,Sí,Cheque electrónico,1.32,39.7,710.05
3668-QPYBK,Sí,Masculino,No,No,No,2,Sí,No,DSL,Sí,Sí,No,No,No,No,Mensual,Sí,Cheque por correo,1.8,53.85,108.15
3669-LVWZB,Sí,Masculino,No,No,No,5,No,Sin servicio telefónico,DSL,No,Sí,No,No,Sí,Sí,Mensual,Sí,Cheque por correo,1.7,51.0,305.95
3669-OYSJI,Sí,Masculino,No,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Tarjeta de crédito (automático),1.54,46.2,46.2
3669-WHAFY,No,Femenino,No,Sí,No,71,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito (automático),3.84,115.15,8078.1
3671-SHRSP,Sí,Masculino,No,Sí,No,4,Sí,No,Fibra óptica,No,No,Sí,Sí,No,No,Mensual,Sí,Cheque por correo,2.69,80.6,319.15
3672-YITQD,Sí,Masculino,Sí,Sí,No,36,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,2.8,84.1,3021.6
3675-EQOZA,No,Masculino,No,No,No,5,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria (automática),0.69,20.65,93.55
3675-YDUPJ,No,Masculino,No,No,No,10,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Cheque por correo,0.66,19.85,193.05
3677-IYRBF,Sí,Femenino,Sí,No,No,2,No,Sin servicio telefónico,DSL,No,No,Sí,No,No,No,Mensual,Sí,Cheque electrónico,1.01,30.4,78.65
3677-TNKIO,Sí,Femenino,No,No,No,14,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Tarjeta de crédito (automático),2.37,71.0,914.0
3678-MNGZX,No,Masculino,No,Sí,Sí,68,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automática),0.66,19.95,1377.7
3679-XASPY,No,Femenino,No,Sí,Sí,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque electrónico,0.65,19.45,19.45
3680-CTHUH,No,Masculino,No,No,No,60,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Un año,Sí,Tarjeta de crédito (automático),3.89,116.6,7049.5
3682-YEUWS,No,Masculino,No,Sí,Sí,10,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Cheque por correo,0.81,24.4,253.9
3683-QKIUE,Sí,Femenino,No,No,No,6,Sí,No,DSL,No,No,No,Sí,No,No,Mensual,Sí,Transferencia bancaria (automática),1.69,50.8,288.05
3685-YLCMQ,Sí,Masculino,No,No,No,58,Sí,Sí,Fibra óptica,No,No,Sí,Sí,Sí,Sí,Un año,Sí,Cheque electrónico,3.49,104.65,6219.6
3688-FTHLT,No,Femenino,No,No,No,16,Sí,Sí,DSL,No,No,No,No,No,Sí,Mensual,Sí,Transferencia bancaria (automática),2.1,63.05,1067.05
3689-MOZGR,No,Femenino,No,No,No,29,No,Sin servicio telefónico,DSL,No,No,No,Sí,No,No,Mensual,Sí,Cheque electrónico,1.04,31.2,926.2
3692-JHONH,No,Femenino,Sí,Sí,No,52,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Un año,Sí,Cheque electrónico,3.55,106.5,5621.85
3694-DELSO,No,Masculino,No,Sí,Sí,4,No,Sin servicio telefónico,DSL,Sí,No,No,No,Sí,No,Mensual,No,Tarjeta de crédito (automático),1.28,38.55,156.1
3694-GLTJM,No,Femenino,No,No,No,5,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Tarjeta de crédito (automático),0.65,19.65,92.05
3696-DFHHB,No,Femenino,No,No,No,68,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automática),0.85,25.5,1821.8
3696-XRIEN,No,Femenino,No,No,No,50,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,Sí,Un año,Sí,Tarjeta de crédito (automático),2.75,82.5,4179.1
3701-SFMUH,No,Masculino,No,Sí,Sí,7,Sí,No,DSL,Sí,No,No,No,Sí,Sí,Mensual,No,Tarjeta de crédito (automático),2.32,69.7,516.15
3703-KBKZP,No,Masculino,Sí,No,No,16,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Transferencia bancaria (automática),2.48,74.45,1261.35
3703-TTEPD,No,Masculino,No,No,No,21,Sí,No,DSL,Sí,No,Sí,No,Sí,No,Mensual,No,Transferencia bancaria (automática),2.18,65.35,1424.4
3703-VAVCL,Sí,Masculino,No,Sí,Sí,2,Sí,No,Fibra óptica,No,No,Sí,Sí,No,Sí,Mensual,No,Tarjeta de crédito (automático),3.0,90.0,190.05
3704-IEAXF,No,Femenino,No,Sí,Sí,72,No,Sin servicio telefónico,DSL,No,Sí,No,Sí,Sí,Sí,Dos años,No,Tarjeta de crédito (automático),1.79,53.65,3784.0
3705-PSNGL,Sí,Masculino,No,No,No,45,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Sí,Cheque electrónico,0.68,20.4,930.45
3705-RHRFR,No,Femenino,No,Sí,No,69,Sí,Sí,Fibra óptica,Sí,No,No,No,Sí,Sí,Dos años,No,Transferencia bancaria (automática),3.3,99.15,6875.35
3707-GNWHM,Sí,Masculino,No,No,No,1,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque por correo,2.48,74.25,74.25
3707-LRWZD,Sí,Femenino,No,No,No,32,Sí,Sí,Fibra óptica,No,No,No,No,Sí,No,Un año,No,Cheque electrónico,2.8,84.05,2781.85
3709-OIJEA,No,Masculino,No,No,No,26,Sí,No,Fibra óptica,No,Sí,Sí,Sí,No,No,Un año,Sí,Cheque electrónico,2.84,85.2,2184.6
3712-PKXZA,No,Masculino,No,Sí,No,61,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Sí,Tarjeta de crédito (automático),0.68,20.55,1252.0
3714-JTVOV,Sí,Femenino,Sí,Sí,No,42,Sí,No,Fibra óptica,Sí,No,No,No,No,No,Mensual,Sí,Tarjeta de crédito (automático),2.47,74.15,3229.4
3714-NTNFO,No,Femenino,No,No,No,49,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,2.82,84.5,3906.7
3714-XPXBW,No,Femenino,No,No,No,37,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,No,Mensual,Sí,Tarjeta de crédito (automático),2.63,78.9,2976.95
3716-BDVDB,Sí,Masculino,No,No,No,1,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,2.3,69.1,69.1
3716-LRGXK,No,Masculino,No,Sí,No,60,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí,Dos años,No,Tarjeta de crédito (automático),3.37,101.15,6067.4
3716-UVSPD,No,Masculino,No,No,No,1,Sí,No,DSL,No,No,No,Sí,No,No,Mensual,Sí,Cheque electrónico,1.64,49.3,49.3
3717-FDJFU,No,Masculino,No,No,Sí,5,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,0.68,20.45,106.9
3717-LNXKW,No,Masculino,No,Sí,No,38,Sí,Sí,Fibra óptica,Sí,No,No,No,Sí,No,Mensual,No,Transferencia bancaria (automática),3.06,91.7,3479.05
3717-OEAUQ,No,Masculino,No,No,No,2,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,No,Cheque por correo,2.36,70.7,129.2
3717-OFRTN,No,Masculino,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria (automática),0.66,19.75,19.75
3719-TDVQB,No,Femenino,Sí,Sí,No,54,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Cheque por correo,0.63,18.95,1031.1
3720-DBRWL,No,Masculino,No,Sí,No,51,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito (automático),2.8,83.85,4307.1
3721-CNEYS,Sí,Femenino,No,No,No,2,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,2.37,70.95,137.95
3721-CNZHX,No,Masculino,No,No,No,15,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque por correo,0.66,19.8,304.6
3721-WKIIL,No,Femenino,No,No,No,27,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Cheque por correo,0.65,19.6,561.15
3722-WPXTK,Sí,Masculino,No,No,No,1,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,2.94,88.35,88.35
3723-BFBGR,No,Masculino,Sí,No,No,24,Sí,Sí,DSL,No,Sí,No,No,No,No,Mensual,No,Tarjeta de crédito (automático),1.83,54.8,1291.3
3724-BSCVH,No,Masculino,No,Sí,Sí,10,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque por correo,0.68,20.45,242.4
3724-UCSHY,No,Masculino,No,Sí,Sí,6,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,0.65,19.55,122.9
3726-TBHQT,No,Masculino,No,Sí,Sí,71,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria (automática),3.8,114.0,8175.9
3727-JEZTU,No,Femenino,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,0.68,20.4,20.4
3727-OVPRY,No,Masculino,No,Sí,Sí,66,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Sí,Tarjeta de crédito (automático),0.86,25.7,1714.55
3727-OWVYD,No,Masculino,No,No,No,35,Sí,No,DSL,Sí,Sí,Sí,No,No,No,Un año,No,Cheque por correo,2.04,61.2,2021.2
3727-RJMEO,Sí,Masculino,No,Sí,No,6,Sí,Sí,Fibra óptica,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,2.76,82.85,460.25
3729-OWRVL,No,Masculino,Sí,No,No,65,Sí,Sí,Fibra óptica,Sí,No,Sí,Sí,Sí,Sí,Dos años,Sí,Cheque electrónico,3.68,110.35,7246.15
3733-LSYCE,No,Femenino,No,Sí,No,15,Sí,No,Fibra óptica,No,Sí,No,No,No,No,Mensual,No,Transferencia bancaria (automática),2.51,75.35,1114.55
3733-UOCWF,No,Masculino,Sí,Sí,No,61,Sí,Sí,Fibra óptica,No,Sí,No,Sí,No,No,Un año,Sí,Transferencia bancaria (automática),2.85,85.55,5251.75
3733-ZEECP,No,Masculino,No,Sí,Sí,22,Sí,No,DSL,No,No,No,Sí,No,No,Mensual,Sí,Cheque electrónico,1.7,51.1,1232.9
3736-BLEPA,No,Masculino,No,No,No,28,Sí,No,Fibra óptica,No,Sí,No,Sí,Sí,No,Un año,Sí,Transferencia bancaria (automática),3.04,91.25,2483.65
3737-GCSPV,Sí,Femenino,No,Sí,No,11,Sí,Sí,Fibra óptica,Sí,No,No,Sí,Sí,No,Mensual,Sí,Tarjeta de crédito (automático),3.21,96.2,1222.05
3737-XBQDD,No,Masculino,No,No,No,24,Sí,Sí,Fibra óptica,No,Sí,Sí,No,No,No,Mensual,Sí,Transferencia bancaria (automática),2.83,84.85,2048.8
3739-YBWAB,No,Masculino,No,Sí,No,36,No,Sin servicio telefónico,DSL,Sí,No,Sí,No,No,No,Un año,No,Cheque por correo,1.18,35.35,1317.95
3740-RLMVT,No,Masculino,Sí,Sí,No,67,Sí,No,DSL,Sí,Sí,No,Sí,No,No,Un año,Sí,Transferencia bancaria (automática),2.03,60.95,4119.4
3744-ZBHON,No,Femenino,No,No,No,3,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque electrónico,0.67,20.2,65.95
3744-ZRRDZ,Sí,Masculino,No,No,No,21,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No,Mensual,Sí,Cheque electrónico,2.74,82.35,1852.85
3745-HRPHI,No,Masculino,No,Sí,Sí,66,No,Sin servicio telefónico,DSL,No,No,Sí,Sí,Sí,Sí,Dos años,No,Transferencia bancaria (automática),1.82,54.65,3632.0
3746-EUBYR,Sí,Masculino,No,Sí,No,1,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Transferencia bancaria (automática),2.49,74.6,74.6
3748-FVMZZ,No,Masculino,No,No,No,4,No,Sin servicio telefónico,DSL,No,No,No,Sí,No,Sí,Mensual,Sí,Cheque electrónico,1.34,40.05,162.45
3750-CKVKH,Sí,Masculino,No,No,No,2,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,2.26,67.75,116.65
3750-RNQKR,No,Femenino,No,No,No,12,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,0.65,19.45,246.25
3750-YHRYO,No,Masculino,No,Sí,Sí,7,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque por correo,0.69,20.65,150.0
3751-KTZEL,Sí,Femenino,No,No,No,1,No,Sin servicio telefónico,DSL,No,No,No,No,No,Sí,Mensual,No,Cheque por correo,1.17,35.05,35.05
3752-CQSJI,No,Femenino,No,Sí,Sí,13,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Cheque por correo,0.68,20.45,254.5
3753-TSEMP,Sí,Femenino,No,Sí,No,15,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,No,Cheque electrónico,2.94,88.15,1390.6
3754-DXMRT,Sí,Masculino,Sí,No,No,2,Sí,No,DSL,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,1.47,44.15,92.65
3755-JBMNH,Sí,Masculino,Sí,Sí,No,16,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Transferencia bancaria (automática),2.39,71.8,1167.8
3756-VNWDH,No,Masculino,Sí,Sí,No,65,Sí,Sí,Fibra óptica,Sí,No,No,No,Sí,Sí,Un año,Sí,Cheque electrónico,3.36,100.75,6674.65
3757-NJYBX,Sí,Masculino,Sí,Sí,No,32,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,No,Transferencia bancaria (automática),3.54,106.35,3520.75
3758-CKOQL,No,Femenino,No,Sí,No,59,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,No,Sí,Un año,Sí,Tarjeta de crédito (automático),3.57,107.0,6152.3
3761-FLYZI,No,Femenino,Sí,Sí,No,65,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Transferencia bancaria (automática),3.63,108.8,7082.45
3763-GCZHZ,Sí,Masculino,No,Sí,No,66,Sí,Sí,Fibra óptica,No,Sí,No,Sí,Sí,Sí,Un año,Sí,Cheque electrónico,3.47,104.05,6890.0
3764-MNMOI,No,Masculino,No,No,No,46,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito (automático),0.64,19.2,908.15
3765-JXVKY,Sí,Femenino,No,No,No,1,Sí,No,Fibra óptica,No,Sí,No,No,No,No,Mensual,Sí,Cheque electrónico,2.49,74.7,74.7
3766-EJLFL,No,Femenino,No,Sí,Sí,68,Sí,Sí,Fibra óptica,Sí,No,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria (automática),3.64,109.05,7508.55
3768-NLUBH,Sí,Masculino,Sí,Sí,No,57,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí,Mensual,No,Cheque electrónico,3.35,100.6,5746.15
3768-VHXQO,No,Masculino,No,Sí,No,67,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito (automático),0.83,24.85,1583.5
3769-MHZNV,No,Femenino,No,Sí,Sí,33,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,0.67,20.1,670.35
3771-PZOBW,No,Masculino,No,No,No,20,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,No,Mensual,Sí,Tarjeta de crédito (automático),3.02,90.7,1781.35
3774-VBNXY,No,Femenino,No,Sí,Sí,64,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,0.67,20.2,1277.75
3776-EKTKM,Sí,Femenino,Sí,No,No,1,No,Sin servicio telefónico,DSL,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,1.22,36.45,36.45
3777-XROBG,No,Femenino,No,Sí,Sí,58,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito (automático),0.65,19.55,1079.65
3778-FOAQW,No,Femenino,No,Sí,No,24,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque por correo,0.67,20.15,456.85
3779-OSWCF,No,Femenino,No,Sí,No,71,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Tarjeta de crédito (automático),3.11,93.2,6506.15
3780-DDGSE,No,Masculino,Sí,Sí,Sí,35,Sí,No,DSL,No,Sí,No,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,2.53,76.05,2747.2
3780-YVMFA,No,Femenino,No,Sí,Sí,8,Sí,No,DSL,No,No,No,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,2.28,68.55,564.35
3785-KTYSH,No,Masculino,No,No,No,53,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,0.82,24.6,1279.0
3785-NRHYR,No,Masculino,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,0.65,19.65,19.65
3786-WOVKF,No,Femenino,Sí,Sí,No,72,Sí,Sí,Fibra óptica,Sí,Sí,No,No,Sí,Sí,Un año,Sí,Transferencia bancaria (automática),3.56,106.85,7677.4
3787-TRIAL,No,Masculino,No,Sí,Sí,21,No,Sin servicio telefónico,DSL,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,0.87,26.05,565.75
3791-LGQCY,Sí,Femenino,Sí,Sí,No,56,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí,Mensual,Sí,Transferencia bancaria (automática),3.36,100.65,5688.05
3793-MMFUH,Sí,Femenino,Sí,No,No,13,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.17,95.05,1290.0
3794-NFNCH,No,Masculino,No,Sí,No,30,Sí,No,DSL,No,No,Sí,No,No,No,Mensual,Sí,Cheque por correo,1.67,50.0,1474.9
3795-CAWEX,No,Masculino,No,Sí,Sí,70,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito (automático),3.88,116.55,8152.3
3795-GWTRD,No,Femenino,No,Sí,Sí,63,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,No,Dos años,No,Tarjeta de crédito (automático),2.52,75.55,4707.85
